Id,WnvPresent
494,0
495,0.008981481
496,0.001277778
513,0.007705128
514,0.007705128
515,0.007705128
516,0
517,0.002718703
518,0
519,0.007705128
520,0.002718703
529,0
530,0
531,0
532,0
533,0.001666667
534,0
535,0
536,0.001666667
537,0.007705128
538,0.007705128
539,0.007705128
540,0
541,0
542,0.001333333
543,0.007705128
544,0
561,0.005844086
562,0.005844086
563,0.005844086
564,0.008010753
565,0.009525904
566,0.004677419
567,0.005844086
568,0.009525904
897,0.003333333
898,0.003333333
899,0.003333333
900,0
901,0.005833333
902,0.006333333
903,0.003333333
904,0.005833333
929,0.012787309
930,0.012787309
931,0.012787309
932,0.004677419
933,0.009174968
934,0
935,0.012787309
936,0.009174968
937,0.003810049
938,0.003810049
939,0.003810049
940,0.030374629
941,0.007919192
942,0
943,0.003810049
944,0.007919192
945,0.007788462
946,0.007788462
947,0.007788462
948,0
949,0.001372549
950,0.003
951,0.007788462
952,0.001372549
1001,0.004055556
1002,0.004055556
1003,0.004055556
1004,0
1005,0.007344246
1006,0.006809913
1007,0.004055556
1008,0.007344246
1017,0.004055556
1018,0.004055556
1019,0.004055556
1020,0
1021,0.007344246
1022,0.005328431
1023,0.004055556
1024,0.007344246
1033,0.008076923
1034,0.008076923
1035,0.008076923
1036,0.001666667
1037,0.001372549
1038,0
1039,0.008076923
1040,0.001372549
1089,0.007388889
1090,0.007388889
1091,0.007388889
1092,0
1093,0.003039216
1094,0.001333333
1095,0.007388889
1096,0.003039216
1105,0.003012821
1106,0.003012821
1107,0.003012821
1108,0.001666667
1109,0.001666667
1110,0
1111,0.003012821
1112,0.001666667
1121,0.003333333
1122,0.003333333
1123,0.003333333
1124,0
1125,0.001372549
1126,0
1127,0.003333333
1128,0.001372549
1129,0.003333333
1130,0.003333333
1131,0.003333333
1132,0
1133,0.001372549
1134,0
1135,0.003333333
1136,0.001372549
1137,0.009549214
1138,0.009549214
1139,0.009549214
1140,0.004677419
1141,0.002830882
1142,0
1143,0.009549214
1144,0.002830882
1145,0.006333333
1146,0.006333333
1147,0.006333333
1148,0
1149,0.002489899
1150,0
1151,0.006333333
1152,0.002489899
1161,0.122897114
1162,0.122897114
1163,0.122897114
1164,0.011344086
1165,0.106624513
1166,0.001666667
1167,0.122897114
1168,0.106624513
25,0
26,0
27,0
28,0
29,0.001666667
30,0
31,0
32,0.001666667
33,0.010465608
34,0.010465608
35,0.010465608
36,0.001666667
37,0.002944444
38,0.001666667
39,0.010465608
40,0.002944444
41,0.007555556
42,0.007555556
43,0.007555556
44,0
45,0.007024335
46,0.008144587
47,0.007555556
48,0.007024335
49,0.007705128
50,0.007705128
51,0.007705128
52,0
53,0.005476716
54,0.004198718
55,0.007705128
56,0.005476716
57,0.005
58,0.005
59,0.005
60,0
61,0.003039216
62,0
63,0.005
64,0.003039216
65,0.004371795
66,0.004371795
67,0.004371795
68,0
69,0.001666667
70,0.00267094
71,0.004371795
72,0.001666667
73,0.001145833
74,0.001145833
75,0.001145833
76,0
77,0
78,0.008425297
79,0.001145833
80,0
81,0.006166667
82,0.006166667
83,0.006166667
84,0
85,0.001666667
86,0
87,0.006166667
88,0.001666667
89,0.004722222
90,0.004722222
91,0.004722222
92,0
93,0.003039216
94,0.001388889
95,0.004722222
96,0.003039216
97,0.002833333
98,0.002833333
99,0.002833333
100,0
101,0
102,0.001145833
103,0.002833333
104,0
105,0.001458333
106,0.001458333
107,0.001458333
108,0.008010753
109,0.003333333
110,0.002886905
111,0.001458333
112,0.003333333
129,0.004871795
130,0.004871795
131,0.004871795
132,0
133,0.003039216
134,0.006004274
135,0.004871795
136,0.003039216
137,0.00281746
138,0.00281746
139,0.00281746
140,0.001666667
141,0.002944444
142,0
143,0.00281746
144,0.002944444
169,0.001583333
170,0.001583333
171,0.001583333
172,0.001296296
173,0.003214286
174,0.005766178
175,0.001583333
176,0.003214286
193,0.006150794
194,0.006150794
195,0.006150794
196,0.001587302
197,0.007404295
198,0.00281746
199,0.006150794
200,0.007404295
201,0.005
202,0.005
203,0.005
204,0.001666667
205,0.001666667
206,0.001666667
207,0.005
208,0.001666667
209,0.005766178
210,0.005766178
211,0.005766178
212,0
213,0.004497549
214,0.00281746
215,0.005766178
216,0.004497549
217,0.001538462
218,0.001538462
219,0.001538462
220,0
221,0
222,0
223,0.001538462
224,0
225,0.009693529
226,0.009693529
227,0.009693529
228,0.003333333
229,0.008102453
230,0.004305556
231,0.009693529
232,0.008102453
233,0.008837607
234,0.008837607
235,0.008837607
236,0
237,0.001666667
238,0.00267094
239,0.008837607
240,0.001666667
257,0.005650794
258,0.005650794
259,0.005650794
260,0
261,0.001277778
262,0
263,0.005650794
264,0.001277778
273,0.006166667
274,0.006166667
275,0.006166667
276,0
277,0.001346154
278,0.001666667
279,0.006166667
280,0.001346154
305,0.001282051
306,0.001282051
307,0.001282051
308,0.001515152
309,0.004545455
310,0.001282051
311,0.001282051
312,0.004545455
313,0.006166667
314,0.006166667
315,0.006166667
316,0
317,0.001666667
318,0
319,0.006166667
320,0.001666667
321,0.010121251
322,0.010121251
323,0.010121251
324,0
325,0.004761905
326,0.001145833
327,0.010121251
328,0.004761905
329,0.005828213
330,0.005828213
331,0.005828213
332,0.008010753
333,0.012621864
334,0.011995676
335,0.005828213
336,0.012621864
393,0.007555556
394,0.007555556
395,0.007555556
396,0
397,0.001527778
398,0.001388889
399,0.007555556
400,0.001527778
409,0.01132337
410,0.01132337
411,0.01132337
412,0.020520825
413,0.027187492
414,0.022187492
415,0.01132337
416,0.027187492
417,0.006166667
418,0.006166667
419,0.006166667
420,0
421,0.004705882
422,0
423,0.006166667
424,0.004705882
425,0.002916667
426,0.002916667
427,0.002916667
428,0
429,0.011860593
430,0
431,0.002916667
432,0.011860593
433,0.001458333
434,0.001458333
435,0.001458333
436,0
437,0.003333333
438,0.004712302
439,0.001458333
440,0.003333333
441,0.086685654
442,0.086685654
443,0.086685654
444,0.009677419
445,0.111701938
446,0.011768994
447,0.086685654
448,0.111701938
449,0.006726496
450,0.006726496
451,0.006726496
452,0
453,0.005615079
454,0.00267094
455,0.006726496
456,0.005615079
457,0.005760684
458,0.005760684
459,0.005760684
460,0
461,0.001666667
462,0.001145833
463,0.005760684
464,0.001666667
465,0.002936508
466,0.002936508
467,0.002936508
468,0.00127451
469,0.002941176
470,0.004484127
471,0.002936508
472,0.002941176
497,0.006004274
498,0.006004274
499,0.006004274
500,0
501,0.008532271
502,0.007022792
503,0.006004274
504,0.008532271
505,0
506,0
507,0
508,0.003245614
509,0.001277778
510,0.002948718
511,0
512,0.001277778
521,0.003214286
522,0.003214286
523,0.003214286
524,0.001666667
525,0.001666667
526,0
527,0.003214286
528,0.001666667
545,0.014883769
546,0.014883769
547,0.014883769
548,0.008010753
549,0.005573316
550,0.002833333
551,0.014883769
552,0.005573316
553,0.010249456
554,0.010249456
555,0.010249456
556,0
557,0.004290598
558,0
559,0.010249456
560,0.004290598
569,0.008599512
570,0.008599512
571,0.008599512
572,0.002360483
573,0.005737628
574,0.00281746
575,0.008599512
576,0.005737628
577,0.003205128
578,0.003205128
579,0.003205128
580,0
581,0.006942761
582,0
583,0.003205128
584,0.006942761
585,0
586,0
587,0
588,0.001666667
589,0
590,0.003333333
591,0
592,0
593,0.004337607
594,0.004337607
595,0.004337607
596,0
597,0.001372549
598,0.001388889
599,0.004337607
600,0.001372549
601,0.001481481
602,0.001481481
603,0.001481481
604,0.001666667
605,0.004611111
606,0
607,0.001481481
608,0.004611111
609,0.007763533
610,0.007763533
611,0.007763533
612,0.001666667
613,0.001333333
614,0
615,0.007763533
616,0.001333333
617,0
618,0
619,0
620,0
621,0.001212121
622,0
623,0
624,0.001212121
625,0.005352564
626,0.005352564
627,0.005352564
628,0
629,0
630,0
631,0.005352564
632,0
633,0
634,0
635,0
636,0.001666667
637,0.007837302
638,0
639,0
640,0.007837302
641,0.003333333
642,0.003333333
643,0.003333333
644,0
645,0.001666667
646,0
647,0.003333333
648,0.001666667
649,0.003333333
650,0.003333333
651,0.003333333
652,0
653,0
654,0.001666667
655,0.003333333
656,0
657,0.002833333
658,0.002833333
659,0.002833333
660,0.001666667
661,0.001190476
662,0.001666667
663,0.002833333
664,0.001190476
665,0.011623652
666,0.011623652
667,0.011623652
668,0.003333333
669,0.001277778
670,0.001666667
671,0.011623652
672,0.001277778
673,0.010919414
674,0.010919414
675,0.010919414
676,0.001078431
677,0.004428105
678,0
679,0.010919414
680,0.004428105
681,0.006932845
682,0.006932845
683,0.006932845
684,0.003010753
685,0.005563492
686,0.001282051
687,0.006932845
688,0.005563492
689,0
690,0
691,0
692,0.009592075
693,0.006666667
694,0
695,0
696,0.006666667
697,0.006650107
698,0.006650107
699,0.006650107
700,0
701,0.002878788
702,0.001388889
703,0.006650107
704,0.002878788
705,0.014936066
706,0.014936066
707,0.014936066
708,0.001666667
709,0.001277778
710,0.004166667
711,0.014936066
712,0.001277778
713,0.005576033
714,0.005576033
715,0.005576033
716,0.003333333
717,0.001277778
718,0
719,0.005576033
720,0.001277778
721,0
722,0
723,0
724,0
725,0.002489899
726,0.007955721
727,0
728,0.002489899
729,0.003205128
730,0.003205128
731,0.003205128
732,0.010975249
733,0.004611111
734,0
735,0.003205128
736,0.004611111
737,0.00125
738,0.00125
739,0.00125
740,0.001666667
741,0.001277778
742,0.001547619
743,0.00125
744,0.001277778
745,0.0045
746,0.0045
747,0.0045
748,0.001666667
749,0.001277778
750,0.005277149
751,0.0045
752,0.001277778
753,0.004871795
754,0.004871795
755,0.004871795
756,0
757,0.008904295
758,0.003240741
759,0.004871795
760,0.008904295
761,0.00267094
762,0.00267094
763,0.00267094
764,0
765,0.001666667
766,0.00267094
767,0.00267094
768,0.001666667
769,0.009177419
770,0.009177419
771,0.009177419
772,0.004677419
773,0.013404466
774,0.001666667
775,0.009177419
776,0.013404466
777,0.004871795
778,0.004871795
779,0.004871795
780,0
781,0.005909586
782,0.013333333
783,0.004871795
784,0.005909586
785,0.020650438
786,0.020650438
787,0.020650438
788,0.031666667
789,0.052944444
790,0.011666667
791,0.020650438
792,0.052944444
793,0.002886905
794,0.002886905
795,0.002886905
796,0
797,0.00787037
798,0
799,0.002886905
800,0.00787037
801,0.003333333
802,0.003333333
803,0.003333333
804,0
805,0.007354497
806,0
807,0.003333333
808,0.007354497
809,0.007564324
810,0.007564324
811,0.007564324
812,0.009677419
813,0.012650904
814,0.002886905
815,0.007564324
816,0.012650904
817,0.004791667
818,0.004791667
819,0.004791667
820,0
821,0.009205882
822,0.004791667
823,0.004791667
824,0.009205882
825,0.005681693
826,0.005681693
827,0.005681693
828,0.011344086
829,0.008010753
830,0.005766178
831,0.005681693
832,0.008010753
833,0
834,0
835,0
836,0
837,0.010312831
838,0
839,0
840,0.010312831
841,0.00679321
842,0.00679321
843,0.00679321
844,0.001666667
845,0.006767677
846,0.004861111
847,0.00679321
848,0.006767677
849,0.005722222
850,0.005722222
851,0.005722222
852,0
853,0.008948413
854,0.007833333
855,0.005722222
856,0.008948413
857,0.006166667
858,0.006166667
859,0.006166667
860,0.000909091
861,0.00252381
862,0.013701058
863,0.006166667
864,0.00252381
865,0.003789683
866,0.003789683
867,0.003789683
868,0.001666667
869,0.008589031
870,0
871,0.003789683
872,0.008589031
873,0.008837607
874,0.008837607
875,0.008837607
876,0
877,0.006666667
878,0.006150794
879,0.008837607
880,0.006666667
881,0.00749488
882,0.00749488
883,0.00749488
884,0.011344086
885,0.012470349
886,0.005007003
887,0.00749488
888,0.012470349
889,0.010844086
890,0.010844086
891,0.010844086
892,0.006344086
893,0.009677419
894,0.003010753
895,0.010844086
896,0.009677419
905,0.110081482
906,0.110081482
907,0.110081482
908,0
909,0.087604508
910,0.011091888
911,0.110081482
912,0.087604508
913,0
914,0
915,0
916,0.001388889
917,0.003245614
918,0.001666667
919,0
920,0.003245614
921,0.005894383
922,0.005894383
923,0.005894383
924,0.003253968
925,0.006126263
926,0.001666667
927,0.005894383
928,0.006126263
953,0.005432845
954,0.005432845
955,0.005432845
956,0
957,0.001212121
958,0.00267094
959,0.005432845
960,0.001212121
961,0.001538462
962,0.001538462
963,0.001538462
964,0
965,0.001212121
966,0
967,0.001538462
968,0.001212121
969,0.005432845
970,0.005432845
971,0.005432845
972,0
973,0.002878788
974,0.003816774
975,0.005432845
976,0.002878788
977,0.012317104
978,0.012317104
979,0.012317104
980,0.005
981,0.006277778
982,0.003333333
983,0.012317104
984,0.006277778
985,0
986,0
987,0
988,0
989,0.010312831
990,0
991,0
992,0.010312831
993,0.007573514
994,0.007573514
995,0.007573514
996,0.001666667
997,0.006277778
998,0
999,0.007573514
1000,0.006277778
1009,0.008401709
1010,0.008401709
1011,0.008401709
1012,0
1013,0.004194444
1014,0.012699514
1015,0.008401709
1016,0.004194444
1025,0.001666667
1026,0.001666667
1027,0.001666667
1028,0.007950373
1029,0.005896359
1030,0.001547619
1031,0.001666667
1032,0.005896359
1041,0.006004274
1042,0.006004274
1043,0.006004274
1044,0
1045,0.001666667
1046,0.00267094
1047,0.006004274
1048,0.001666667
1049,0.002948718
1050,0.002948718
1051,0.002948718
1052,0
1053,0.006064815
1054,0.001282051
1055,0.002948718
1056,0.006064815
1057,0.011476496
1058,0.011476496
1059,0.011476496
1060,0
1061,0.00438537
1062,0.012065527
1063,0.011476496
1064,0.00438537
1065,0.00281746
1066,0.00281746
1067,0.00281746
1068,0
1069,0.006261905
1070,0.001538462
1071,0.00281746
1072,0.006261905
1073,0.003010753
1074,0.003010753
1075,0.003010753
1076,0.015275904
1077,0.010226662
1078,0.005743888
1079,0.003010753
1080,0.010226662
1081,0.005210623
1082,0.005210623
1083,0.005210623
1084,0
1085,0.010281034
1086,0.00725987
1087,0.005210623
1088,0.010281034
1097,0.008599512
1098,0.008599512
1099,0.008599512
1100,0.002652505
1101,0.005737628
1102,0.004099512
1103,0.008599512
1104,0.005737628
1113,0.006296296
1114,0.006296296
1115,0.006296296
1116,0.001666667
1117,0.015801587
1118,0
1119,0.006296296
1120,0.015801587
1153,0.007705128
1154,0.007705128
1155,0.007705128
1156,0
1157,0.004705882
1158,0
1159,0.007705128
1160,0.004705882
1169,0.003333333
1170,0.003333333
1171,0.003333333
1172,0
1173,0.001666667
1174,0.001666667
1175,0.003333333
1176,0.001666667
1177,0.009252747
1178,0.009252747
1179,0.009252747
1180,0
1181,0.00280112
1182,0
1183,0.009252747
1184,0.00280112
1185,0
1186,0
1187,0
1188,0
1189,0.001212121
1190,0
1191,0
1192,0.001212121
1193,0.004722222
1194,0.004722222
1195,0.004722222
1196,0
1197,0.003039216
1198,0.001388889
1199,0.004722222
1200,0.003039216
1201,0.004371795
1202,0.004371795
1203,0.004371795
1204,0
1205,0.001666667
1206,0.00267094
1207,0.004371795
1208,0.001666667
1209,0
1210,0
1211,0
1212,0.010135365
1213,0.003333333
1214,0
1215,0
1216,0.003333333
1217,0
1218,0
1219,0
1220,0.001590909
1221,0.001666667
1222,0
1223,0
1224,0.001666667
1225,0
1226,0
1227,0
1228,0.006182984
1229,0.003238095
1230,0
1231,0
1232,0.003238095
1321,0
1322,0
1323,0
1324,0.012492507
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0.004592075
1333,0
1334,0
1335,0
1336,0
1353,0
1354,0
1355,0
1356,0.010825841
1357,0.005855308
1358,0.001527778
1359,0
1360,0.005855308
1361,0.001666667
1362,0.001666667
1363,0.001666667
1364,0.008825841
1365,0.006405195
1366,0.002962963
1367,0.001666667
1368,0.006405195
1369,0.001538462
1370,0.001538462
1371,0.001538462
1372,0.010789322
1373,0.001666667
1374,0
1375,0.001538462
1376,0.001666667
1385,0
1386,0
1387,0
1388,0.007415584
1389,0.003333333
1390,0
1391,0
1392,0.003333333
1393,0.001527778
1394,0.001527778
1395,0.001527778
1396,0.005568265
1397,0.003333333
1398,0
1399,0.001527778
1400,0.003333333
1449,0
1450,0
1451,0
1452,0.007568265
1453,0.001388889
1454,0.001527778
1455,0
1456,0.001388889
1457,0
1458,0
1459,0
1460,0.004482323
1461,0.002820513
1462,0
1463,0
1464,0.002820513
1473,0
1474,0
1475,0
1476,0.001666667
1477,0.001388889
1478,0.001666667
1479,0
1480,0.001388889
1489,0.003333333
1490,0.003333333
1491,0.003333333
1492,0.003333333
1493,0.014197192
1494,0.004772727
1495,0.003333333
1496,0.014197192
1497,0
1498,0
1499,0
1500,0.008901598
1501,0.008333333
1502,0
1503,0
1504,0.008333333
1505,0
1506,0
1507,0
1508,0.008825841
1509,0.005
1510,0
1511,0
1512,0.005
1545,0.004555556
1546,0.004555556
1547,0.004555556
1548,0.004158009
1549,0
1550,0.003333333
1551,0.004555556
1552,0
1553,0.011583436
1554,0.011583436
1555,0.011583436
1556,0.002642857
1557,0.0160043
1558,0
1559,0.011583436
1560,0.0160043
1561,0
1562,0
1563,0
1564,0.00771978
1565,0.008333333
1566,0.001666667
1567,0
1568,0.008333333
1569,0.004193237
1570,0.004193237
1571,0.004193237
1572,0.009182984
1573,0.004920635
1574,0.007775253
1575,0.004193237
1576,0.004920635
1577,0.001527778
1578,0.001527778
1579,0.001527778
1580,0.005825841
1581,0
1582,0.003042929
1583,0.001527778
1584,0
1585,0
1586,0
1587,0
1588,0.015409174
1589,0.003245614
1590,0.003009259
1591,0
1592,0.003245614
1593,0
1594,0
1595,0
1596,0.007310689
1597,0.003333333
1598,0.001666667
1599,0
1600,0.003333333
1609,0.006515152
1610,0.006515152
1611,0.006515152
1612,0.001666667
1613,0.004218954
1614,0.005292398
1615,0.006515152
1616,0.004218954
1681,0.004992276
1682,0.004992276
1683,0.004992276
1684,0.003294613
1685,0.005
1686,0.004848485
1687,0.004992276
1688,0.005
1689,0.004453186
1690,0.004453186
1691,0.004453186
1692,0.008832251
1693,0.004772727
1694,0.006322537
1695,0.004453186
1696,0.004772727
1697,0
1698,0
1699,0
1700,0.007303114
1701,0
1702,0.001666667
1703,0
1704,0
1721,0
1722,0
1723,0
1724,0.004772727
1725,0
1726,0
1727,0
1728,0
1737,0.003333333
1738,0.003333333
1739,0.003333333
1740,0.012491342
1741,0.009924242
1742,0.006410256
1743,0.003333333
1744,0.009924242
1745,0
1746,0
1747,0
1748,0.008825841
1749,0.003333333
1750,0
1751,0
1752,0.003333333
1769,0.001666667
1770,0.001666667
1771,0.001666667
1772,0.006250601
1773,0.00597619
1774,0.005
1775,0.001666667
1776,0.00597619
2105,0.003181818
2106,0.003181818
2107,0.003181818
2108,0.005644023
2109,0.003333333
2110,0.006590909
2111,0.003181818
2112,0.003333333
2137,0
2138,0
2139,0
2140,0.009415584
2141,0.004547152
2142,0.001527778
2143,0
2144,0.004547152
2145,0.007888889
2146,0.007888889
2147,0.007888889
2148,0.007772727
2149,0.004411765
2150,0.005
2151,0.007888889
2152,0.004411765
2153,0
2154,0
2155,0
2156,0.008825841
2157,0.006666667
2158,0
2159,0
2160,0.006666667
2209,0.004555556
2210,0.004555556
2211,0.004555556
2212,0.004158009
2213,0
2214,0.003333333
2215,0.004555556
2216,0
2225,0.004555556
2226,0.004555556
2227,0.004555556
2228,0.004158009
2229,0
2230,0.003333333
2231,0.004555556
2232,0
2241,0.007737374
2242,0.007737374
2243,0.007737374
2244,0.008825841
2245,0.001666667
2246,0.004886364
2247,0.007737374
2248,0.001666667
2297,0.00440404
2298,0.00440404
2299,0.00440404
2300,0.001410256
2301,0.00597619
2302,0.003295455
2303,0.00440404
2304,0.00597619
2313,0.003009259
2314,0.003009259
2315,0.003009259
2316,0.004234932
2317,0.007821241
2318,0.005842075
2319,0.003009259
2320,0.007821241
2329,0
2330,0
2331,0
2332,0.010135365
2333,0.003333333
2334,0
2335,0
2336,0.003333333
2337,0
2338,0
2339,0
2340,0.010135365
2341,0.003333333
2342,0
2343,0
2344,0.003333333
2345,0
2346,0
2347,0
2348,0.004590909
2349,0.022291308
2350,0
2351,0
2352,0.022291308
2353,0.006064815
2354,0.006064815
2355,0.006064815
2356,0.010310689
2357,0.013333333
2358,0.013076923
2359,0.006064815
2360,0.013333333
2369,0.008120705
2370,0.008120705
2371,0.008120705
2372,0.008043981
2373,0.021351015
2374,0.01090587
2375,0.008120705
2376,0.021351015
1233,0.006258741
1234,0.006258741
1235,0.006258741
1236,0.00477904
1237,0.00477904
1238,0.00474359
1239,0.006258741
1240,0.00477904
1241,0
1242,0
1243,0
1244,0.001515152
1245,0.004848485
1246,0.006258741
1247,0
1248,0.004848485
1249,0
1250,0
1251,0
1252,0.001410256
1253,0.001666667
1254,0.005
1255,0
1256,0.001666667
1257,0
1258,0
1259,0
1260,0.006171022
1261,0.003333333
1262,0.006410256
1263,0
1264,0.003333333
1265,0
1266,0
1267,0
1268,0.003333333
1269,0.003333333
1270,0
1271,0
1272,0.003333333
1273,0.003333333
1274,0.003333333
1275,0.003333333
1276,0.017765152
1277,0.007539683
1278,0.001666667
1279,0.003333333
1280,0.007539683
1281,0.003333333
1282,0.003333333
1283,0.003333333
1284,0.004930556
1285,0.008333333
1286,0.003076923
1287,0.003333333
1288,0.008333333
1289,0.003333333
1290,0.003333333
1291,0.003333333
1292,0.006597222
1293,0.02
1294,0.005
1295,0.003333333
1296,0.02
1297,0.001666667
1298,0.001666667
1299,0.001666667
1300,0.00125
1301,0.003333333
1302,0.007604701
1303,0.001666667
1304,0.003333333
1305,0.006111111
1306,0.006111111
1307,0.006111111
1308,0.006666667
1309,0.009611111
1310,0.011333333
1311,0.006111111
1312,0.009611111
1313,0.003333333
1314,0.003333333
1315,0.003333333
1316,0.003333333
1317,0.004611111
1318,0.001666667
1319,0.003333333
1320,0.004611111
1337,0
1338,0
1339,0
1340,0.003181818
1341,0.001666667
1342,0
1343,0
1344,0.001666667
1345,0
1346,0
1347,0
1348,0.001515152
1349,0.004848485
1350,0.006258741
1351,0
1352,0.004848485
1377,0.001388889
1378,0.001388889
1379,0.001388889
1380,0.009848485
1381,0.001666667
1382,0.001666667
1383,0.001388889
1384,0.001666667
1401,0.003333333
1402,0.003333333
1403,0.003333333
1404,0.006036519
1405,0.009814241
1406,0.003194444
1407,0.003333333
1408,0.009814241
1409,0.001666667
1410,0.001666667
1411,0.001666667
1412,0.001602564
1413,0.001666667
1414,0.003076923
1415,0.001666667
1416,0.001666667
1417,0
1418,0
1419,0
1420,0.001515152
1421,0.004848485
1422,0.007925408
1423,0
1424,0.004848485
1425,0.004722222
1426,0.004722222
1427,0.004722222
1428,0.008181818
1429,0.005
1430,0.001666667
1431,0.004722222
1432,0.005
1433,0.003333333
1434,0.003333333
1435,0.003333333
1436,0.008181818
1437,0.005
1438,0.003076923
1439,0.003333333
1440,0.005
1441,0.001666667
1442,0.001666667
1443,0.001666667
1444,0
1445,0.003333333
1446,0.004666667
1447,0.001666667
1448,0.003333333
1465,0
1466,0
1467,0
1468,0.001515152
1469,0.004848485
1470,0.00474359
1471,0
1472,0.004848485
1481,0.001666667
1482,0.001666667
1483,0.001666667
1484,0
1485,0.006666667
1486,0.013333333
1487,0.001666667
1488,0.006666667
1513,0.006410256
1514,0.006410256
1515,0.006410256
1516,0.003333333
1517,0.006666667
1518,0.006410256
1519,0.006410256
1520,0.006666667
1521,0
1522,0
1523,0
1524,0.001515152
1525,0.009389767
1526,0.003076923
1527,0
1528,0.009389767
1529,0.001527778
1530,0.001527778
1531,0.001527778
1532,0.002925408
1533,0.004848485
1534,0.007925408
1535,0.001527778
1536,0.004848485
1537,0.003181818
1538,0.003181818
1539,0.003181818
1540,0.006445707
1541,0.011445707
1542,0.004848485
1543,0.003181818
1544,0.011445707
1601,0.001666667
1602,0.001666667
1603,0.001666667
1604,0.003333333
1605,0
1606,0
1607,0.001666667
1608,0
1617,0.023854158
1618,0.023854158
1619,0.023854158
1620,0.011463889
1621,0.043163453
1622,0.031989842
1623,0.023854158
1624,0.043163453
1625,0.001666667
1626,0.001666667
1627,0.001666667
1628,0
1629,0.005
1630,0.004604701
1631,0.001666667
1632,0.005
1633,0.004833333
1634,0.004833333
1635,0.004833333
1636,0.002854701
1637,0.00965587
1638,0.009373219
1639,0.004833333
1640,0.00965587
1641,0.001666667
1642,0.001666667
1643,0.001666667
1644,0.009930556
1645,0.009722222
1646,0
1647,0.001666667
1648,0.009722222
1649,0.001666667
1650,0.001666667
1651,0.001666667
1652,0.009930556
1653,0.01452381
1654,0.001666667
1655,0.001666667
1656,0.01452381
1657,0.006111111
1658,0.006111111
1659,0.006111111
1660,0.008263889
1661,0.011277778
1662,0.001666667
1663,0.006111111
1664,0.011277778
1665,0.001666667
1666,0.001666667
1667,0.001666667
1668,0.006666667
1669,0.007944444
1670,0.005
1671,0.001666667
1672,0.007944444
1673,0
1674,0
1675,0
